months_as_customer,age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,total_claims,days_as_customer,high_risk
219,43,12/29/10,IN,100/300,1000,1483.25,0,FEMALE,MD,exec-managerial,exercise,not-in-family,2/9/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,?,70680,5890,11780,53010,Ford,Fusion,2009,N,70680,1503,1
271,42,3/17/90,IL,100/300,500,1515.3,0,FEMALE,High School,machine-op-inspct,hiking,not-in-family,1/19/15,Multi-vehicle Collision,Rear Collision,3,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,88400.65,17040,8520,68160,Mercedes,ML350,2005,N,93720,9074,1
80,25,3/1/12,IL,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,exercise,husband,2/21/15,Vehicle Theft,?,1,Unknown,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,6930,1087,0
325,47,2/5/06,IN,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,hiking,not-in-family,1/14/15,Single Vehicle Collision,Side Collision,2,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,72930,3265,1
29,25,11/1/14,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,1/22/15,Multi-vehicle Collision,Rear Collision,1,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,64890,82,1
295,48,6/17/09,OH,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,kayaking,wife,2/22/15,Parked Car,?,0,Unknown,WV,Columbus,3998 Flute St,6,1,?,1,2,YES,5400,900,900,3600,Saab,95,1999,N,5400,2076,0
239,42,9/20/99,IL,100/300,1000,969.5,0,MALE,College,exec-managerial,reading,not-in-family,1/26/15,Vehicle Theft,?,0,Unknown,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,?,5600,700,700,4200,Audi,A3,2007,N,5600,5607,0
269,41,10/19/90,IN,100/300,500,1463.82,0,FEMALE,College,protective-serv,yachting,not-in-family,1/24/15,Single Vehicle Collision,Rear Collision,1,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,?,79300,15860,15860,47580,Saab,92x,2007,N,79300,8863,1
80,27,8/5/96,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,2/19/15,Single Vehicle Collision,Side Collision,2,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N,52800,6772,0
279,41,6/6/01,IL,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,1/29/15,Multi-vehicle Collision,Front Collision,1,Fire,NC,Northbrook,2199 Texas Drive,16,3,?,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N,28800,4985,0
165,33,3/25/07,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,2/15/15,Parked Car,?,1,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N,2970,2884,0
350,54,10/31/13,OH,500/1000,500,1495.1,0,MALE,College,other-service,basketball,wife,2/12/15,Multi-vehicle Collision,Side Collision,3,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,?,88400.65,15580,7790,70110,Chevrolet,Malibu,2014,N,93480,469,1
295,49,6/13/92,IL,100/300,500,1141.62,0,MALE,College,prof-specialty,kayaking,husband,1/1/15,Vehicle Theft,?,1,Unknown,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N,4320,8237,0
464,61,10/7/90,OH,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,basketball,husband,1/13/15,Multi-vehicle Collision,Rear Collision,2,Police,VA,Northbend,4793 4th Ridge,6,3,?,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y,79800,8864,1
118,28,12/28/91,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,3/1/15,Multi-vehicle Collision,Front Collision,2,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,?,74200,7420,14840,51940,Volkswagen,Passat,1997,N,74200,8464,1
298,47,11/11/98,IL,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,2/2/15,Single Vehicle Collision,Front Collision,2,Fire,NY,Northbrook,2306 5th Lane,1,1,?,0,0,?,70590,10860,10860,48870,Saab,93,2000,Y,70590,5927,1
87,31,6/26/09,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,1/27/15,Multi-vehicle Collision,Rear Collision,2,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,60940,2041,1
261,42,1/11/09,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,1/12/15,Single Vehicle Collision,Rear Collision,1,Police,SC,Riverwood,5211 Weaver Drive,18,1,?,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,74700,2192,1
453,60,3/18/03,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,1/6/15,Single Vehicle Collision,Front Collision,2,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,?,70000,14000,7000,49000,Ford,F150,2015,Y,70000,4312,1
210,41,11/2/12,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,1/30/15,Multi-vehicle Collision,Rear Collision,3,Other,WV,Columbus,1454 5th Ridge,12,3,?,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N,81070,819,1
168,32,5/4/00,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,3/1/15,Multi-vehicle Collision,Side Collision,2,Other,VA,Hillsdale,5622 Best Ridge,13,2,?,1,1,?,57720,14430,9620,33670,Saab,93,2007,N,57720,5414,0
390,51,9/29/99,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,2/24/15,Vehicle Theft,?,1,Unknown,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N,7080,5627,0
258,46,3/9/99,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,1/24/15,Multi-vehicle Collision,Side Collision,3,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,?,47700,4770,9540,33390,Accura,MDX,1997,Y,47700,5800,0
107,31,2/13/91,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,2/26/15,Single Vehicle Collision,Rear Collision,1,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,51260,8779,0
225,41,8/5/93,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,1/19/15,Multi-vehicle Collision,Side Collision,2,Police,NY,Northbend,3814 Britain Drive,20,3,?,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,70400,7837,1
164,38,10/31/97,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,1/17/15,Single Vehicle Collision,Rear Collision,1,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,88400.65,18000,9000,63000,Ford,Fusion,2015,N,90000,6287,1
245,39,4/21/01,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,2/20/15,Multi-vehicle Collision,Rear Collision,1,Police,NY,Arlington,1628 Best Drive,7,3,?,0,1,?,72820,13240,6620,52960,BMW,3 Series,2010,N,72820,5053,1
255,41,1/8/13,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,2/22/15,Single Vehicle Collision,Side Collision,1,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,?,69300,13860,13860,41580,Volkswagen,Passat,2000,N,69300,775,1
206,36,7/23/09,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,1/23/15,Single Vehicle Collision,Front Collision,2,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,76560,2010,1
203,38,2/20/98,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,1/31/15,Single Vehicle Collision,Front Collision,2,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,?,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,55440,6189,0
22,25,3/13/08,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,1/5/15,Multi-vehicle Collision,Front Collision,3,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N,77130,2489,1
211,35,8/20/96,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,2/3/15,Single Vehicle Collision,Rear Collision,3,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,?,42000,7000,7000,28000,BMW,X5,2011,N,42000,6741,0
206,39,7/27/14,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,2/17/15,Multi-vehicle Collision,Rear Collision,3,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N,36300,205,0
166,38,11/9/92,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,1/9/15,Single Vehicle Collision,Side Collision,3,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,?,40320,5760,5760,28800,Suburu,Impreza,2001,N,40320,8096,0
165,32,6/4/12,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,2/8/15,Parked Car,?,1,Police,PA,Northbrook,1240 Tree Lane,9,1,?,2,0,?,3960,330,660,2970,BMW,M5,1998,N,3960,979,0
274,43,5/13/01,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,2/6/15,Single Vehicle Collision,Front Collision,2,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,Y,63840,5017,1
81,28,9/17/11,IL,250/500,1000,1139,6000000,FEMALE,Masters,sales,sleeping,husband,1/14/15,Multi-vehicle Collision,Front Collision,2,Fire,SC,Northbend,7756 Solo Drive,0,3,?,1,2,?,44730,4970,4970,34790,Saab,92x,2000,Y,44730,1215,0
280,45,7/15/11,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,1/22/15,Multi-vehicle Collision,Front Collision,1,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,N,84720,1287,1
194,39,7/27/05,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,2/23/15,Multi-vehicle Collision,Front Collision,2,Other,WV,Columbus,1126 Texas Hwy,3,3,?,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N,61500,3498,1
112,27,10/18/05,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,2/22/15,Multi-vehicle Collision,Front Collision,2,Ambulance,NC,Arlington,2808 Elm St,21,3,?,0,1,?,51000,8500,8500,34000,Nissan,Pathfinder,2013,N,51000,3414,0
24,33,1/19/96,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,1/24/15,Single Vehicle Collision,Side Collision,3,Police,WV,Northbend,5061 Francis Ave,0,1,?,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N,46800,6945,0
93,32,9/29/05,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,2/9/15,Single Vehicle Collision,Side Collision,1,Ambulance,WV,Northbend,4965 MLK Drive,16,1,?,1,1,?,78120,17360,8680,52080,BMW,3 Series,2006,N,78120,3420,1
171,34,2/18/97,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,1/19/15,Single Vehicle Collision,Rear Collision,2,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,?,69200,13840,6920,48440,Volkswagen,Passat,1996,Y,69200,6544,1
200,40,5/11/10,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,1/1/15,Vehicle Theft,?,1,Police,VA,Riverwood,2577 Washington Drive,9,1,?,0,0,NO,3690,410,410,2870,Ford,Escape,2015,N,3690,1696,0
120,28,2/6/09,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,1/7/15,Multi-vehicle Collision,Rear Collision,1,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,?,65500,6550,6550,52400,BMW,X5,2010,N,65500,2161,1
325,46,7/9/13,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,2/1/15,Multi-vehicle Collision,Rear Collision,1,Fire,NC,Springfield,9358 Texas Ridge,21,3,?,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,N,76120,572,1
124,32,6/6/92,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,2/21/15,Multi-vehicle Collision,Front Collision,3,Other,VA,Springfield,8080 Oak Lane,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995,N,73560,8295,1
211,35,3/8/98,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,1/21/15,Single Vehicle Collision,Rear Collision,3,Police,NY,Northbend,6408 Weaver Ridge,2,1,YES,0,1,?,52030,9460,4730,37840,Mercedes,E400,2008,N,52030,6163,0
287,41,3/29/04,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,1/19/15,Vehicle Theft,?,0,Unknown,SC,Northbrook,5532 Weaver Ridge,9,1,?,2,3,?,5170,470,940,3760,Suburu,Forrestor,2001,N,5170,3948,0
122,34,6/1/06,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,2/27/15,Parked Car,?,1,Unknown,SC,Northbend,9101 2nd Hwy,5,1,?,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,N,8190,3193,0
22,29,6/8/94,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,2/14/15,Single Vehicle Collision,Rear Collision,2,Ambulance,SC,Springfield,8576 Andromedia St,14,1,?,2,3,?,70800,7080,14160,49560,Accura,MDX,2012,Y,70800,7556,1
106,31,2/12/98,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,2/1/15,Multi-vehicle Collision,Rear Collision,3,Police,WV,Springfield,6315 2nd Lane,20,3,?,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011,N,45630,6198,0
398,58,11/16/00,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,2/2/15,Single Vehicle Collision,Front Collision,2,Police,NC,Northbrook,1536 Flute Drive,18,1,YES,2,1,?,88400.65,7640,15280,76400,Accura,TL,2002,Y,99320,5191,1
214,41,10/24/04,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,2/1/15,Multi-vehicle Collision,Side Collision,2,Fire,NC,Northbend,4672 MLK St,13,3,?,2,0,NO,64000,12800,6400,44800,BMW,X6,1996,Y,64000,3752,1
209,38,11/8/09,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,1/19/15,Single Vehicle Collision,Front Collision,1,Fire,WV,Northbrook,2204 Washington Lane,21,1,?,1,1,?,47300,4730,4730,37840,Nissan,Pathfinder,2014,N,47300,1898,0
82,27,9/21/96,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,2/18/15,Single Vehicle Collision,Rear Collision,2,Other,SC,Springfield,9484 Pine Drive,14,1,NO,2,3,?,71680,8960,8960,53760,Volkswagen,Jetta,2007,Y,71680,6724,1
193,41,7/16/95,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,2/8/15,Single Vehicle Collision,Side Collision,2,Other,SC,Springfield,5431 3rd Ridge,1,1,?,1,0,YES,88400.65,17280,17280,77760,Suburu,Impreza,2011,Y,112320,7147,1
134,32,6/9/01,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,1/9/15,Single Vehicle Collision,Side Collision,3,Other,NY,Columbus,7121 Britain Drive,17,1,?,1,0,?,82720,7520,15040,60160,Audi,A3,2014,N,82720,4962,1
288,45,10/6/02,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,2/27/15,Multi-vehicle Collision,Rear Collision,2,Fire,NC,Hillsdale,8586 1st Ridge,4,3,?,2,1,?,48060,10680,5340,32040,Mercedes,C300,2009,N,48060,4527,0
104,32,7/14/97,IN,250/500,500,1158.03,0,MALE,High School,exec-managerial,kayaking,own-child,1/8/15,Multi-vehicle Collision,Rear Collision,3,Police,NY,Riverwood,7582 Pine Drive,23,3,YES,1,3,YES,63570,9780,9780,44010,Volkswagen,Jetta,2006,Y,63570,6387,1
431,54,11/11/94,OH,100/300,1000,1372.27,0,FEMALE,Masters,craft-repair,paintball,own-child,1/8/15,Multi-vehicle Collision,Rear Collision,3,Fire,WV,Columbus,1388 Embaracadero Hwy,13,3,NO,2,3,?,63240,10540,10540,42160,Suburu,Forrestor,1997,N,63240,7363,1
101,33,6/23/12,OH,100/300,1000,1053.04,7000000,FEMALE,Masters,other-service,reading,own-child,2/24/15,Multi-vehicle Collision,Rear Collision,1,Ambulance,NC,Northbrook,5621 4th Ave,20,3,NO,1,3,?,54240,9040,9040,36160,Saab,93,2013,Y,54240,976,0
375,50,2/18/07,OH,100/300,1000,1275.39,0,MALE,Associate,sales,bungie-jumping,other-relative,2/12/15,Single Vehicle Collision,Front Collision,2,Police,NY,Riverwood,8150 Washington Ridge,16,1,YES,2,3,NO,37280,0,0,37280,Audi,A5,1996,Y,37280,2916,0
461,61,6/27/05,OH,100/300,2000,1402.75,0,MALE,JD,exec-managerial,exercise,husband,2/18/15,Multi-vehicle Collision,Rear Collision,1,Police,NY,Columbus,4268 2nd Ave,10,3,?,2,1,YES,72100,7210,14420,50470,Jeep,Wrangler,2006,N,72100,3523,1
428,59,9/29/99,IN,250/500,500,1344.36,7000000,FEMALE,JD,prof-specialty,hiking,other-relative,2/6/15,Parked Car,?,1,Unknown,WV,Northbend,6375 2nd Lane,8,1,?,2,3,NO,6500,1300,650,4550,Saab,92x,2013,N,6500,5609,0
45,38,5/14/06,IN,100/300,1000,1197.71,0,MALE,Masters,machine-op-inspct,movies,not-in-family,2/14/15,Multi-vehicle Collision,Front Collision,3,Ambulance,WV,Springfield,3770 Flute Drive,17,3,?,2,0,?,78240,13040,13040,52160,Suburu,Legacy,2013,N,78240,3198,1
136,29,4/29/10,OH,100/300,500,1203.24,0,FEMALE,JD,transport-moving,video-games,other-relative,2/5/15,Vehicle Theft,?,1,Police,NY,Columbus,1562 Britain St,9,1,?,2,0,?,6200,1240,620,4340,Honda,Accord,1999,N,6200,1743,0
216,36,11/10/92,IN,500/1000,1000,1152.4,0,FEMALE,Associate,priv-house-serv,reading,unmarried,1/25/15,Parked Car,?,1,Police,VA,Springfield,1681 Cherokee Hwy,0,1,YES,2,3,?,6160,560,1680,3920,Mercedes,E400,2014,N,6160,8111,0
278,48,7/24/99,IN,500/1000,2000,1142.62,7000000,FEMALE,MD,farming-fishing,dancing,not-in-family,1/16/15,Single Vehicle Collision,Front Collision,3,Ambulance,SC,Northbrook,7523 Oak Lane,12,1,?,2,0,?,76050,11700,11700,52650,Chevrolet,Silverado,1997,N,76050,5655,1
295,48,2/22/92,OH,500/1000,1000,1332.07,0,FEMALE,MD,exec-managerial,polo,unmarried,1/28/15,Multi-vehicle Collision,Side Collision,3,Ambulance,NY,Hillsdale,1815 Cherokee Drive,20,2,NO,2,1,YES,86060,13240,13240,59580,Volkswagen,Passat,2002,N,86060,8376,1
112,30,9/13/02,OH,500/1000,1000,1166.54,0,FEMALE,Masters,prof-specialty,sleeping,not-in-family,1/21/15,Single Vehicle Collision,Front Collision,2,Fire,SC,Arlington,9316 Pine Ave,3,1,YES,2,0,NO,88400.65,10790,21580,75530,Dodge,Neon,1997,Y,107900,4513,1
122,34,8/9/03,IL,250/500,500,1495.06,0,FEMALE,Masters,prof-specialty,polo,unmarried,1/7/15,Multi-vehicle Collision,Rear Collision,3,Fire,PA,Columbus,2733 Texas Drive,18,3,NO,2,0,YES,88400.65,18180,18180,63630,Mercedes,E400,2011,N,99990,4169,1
108,29,12/4/07,IN,500/1000,1000,1337.92,0,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,2/23/15,Multi-vehicle Collision,Side Collision,1,Ambulance,WV,Columbus,7684 Francis Ridge,4,3,NO,2,2,YES,61380,11160,5580,44640,Suburu,Legacy,2012,N,61380,2638,1
14,28,7/22/02,OH,250/500,2000,1587.96,0,FEMALE,Associate,craft-repair,board-games,unmarried,2/14/15,Single Vehicle Collision,Rear Collision,2,Fire,WV,Riverwood,8991 Embaracadero Ave,18,1,?,2,1,YES,71280,12960,12960,45360,Audi,A5,2012,Y,71280,4590,1
298,45,7/3/92,IL,500/1000,1000,1362.29,0,MALE,High School,farming-fishing,yachting,unmarried,2/27/15,Multi-vehicle Collision,Front Collision,1,Ambulance,NY,Northbend,4905 Francis Ave,18,3,NO,0,0,NO,64000,12800,6400,44800,Saab,95,1999,N,64000,8274,1
276,46,3/29/05,IL,250/500,500,1448.84,0,FEMALE,Masters,machine-op-inspct,bungie-jumping,husband,2/21/15,Parked Car,?,0,Police,SC,Hillsdale,7783 Lincoln Hwy,7,1,?,0,1,NO,5940,660,660,4620,Toyota,Highlander,2015,N,5940,3616,0
47,37,3/16/08,IN,250/500,2000,1241.97,0,MALE,High School,other-service,movies,not-in-family,1/5/15,Parked Car,?,1,Unknown,NY,Hillsdale,8749 Tree St,18,1,NO,1,0,NO,6700,670,670,5360,Jeep,Wrangler,2011,N,6700,2486,0
222,42,5/23/99,IL,250/500,500,1124.6,0,MALE,Associate,armed-forces,hiking,not-in-family,1/30/15,Multi-vehicle Collision,Rear Collision,1,Police,NY,Arlington,4985 Sky Lane,23,3,YES,0,0,?,51740,11940,7960,31840,Jeep,Wrangler,2006,N,51740,5731,0
119,28,11/22/12,OH,250/500,2000,1079.92,0,MALE,High School,machine-op-inspct,hiking,husband,2/26/15,Single Vehicle Collision,Rear Collision,3,Ambulance,PA,Riverwood,7534 MLK Hwy,1,1,?,0,1,YES,53600,6700,6700,40200,Volkswagen,Jetta,2007,Y,53600,826,0
73,29,1/29/93,IL,250/500,1000,1447.78,0,MALE,College,protective-serv,board-games,wife,1/10/15,Multi-vehicle Collision,Rear Collision,3,Other,SC,Arlington,8689 Maple Hwy,15,3,YES,1,0,?,44910,4990,4990,34930,Dodge,Neon,2001,N,44910,8016,0
8,31,2/11/03,IN,250/500,500,1229.16,4000000,FEMALE,MD,transport-moving,kayaking,wife,2/23/15,Multi-vehicle Collision,Front Collision,2,Fire,PA,Hillsdale,9153 3rd Hwy,2,3,?,0,2,YES,48100,11100,7400,29600,Volkswagen,Jetta,2014,N,48100,4395,0
294,44,8/15/90,IL,100/300,1000,1226.49,0,FEMALE,PhD,farming-fishing,kayaking,unmarried,2/5/15,Vehicle Theft,?,0,Unknown,WV,Riverwood,5904 1st Drive,3,1,NO,0,1,NO,6100,610,1220,4270,Ford,Fusion,2002,N,6100,8940,0
324,46,3/6/10,IN,100/300,2000,897.89,6000000,MALE,MD,tech-support,board-games,wife,1/21/15,Single Vehicle Collision,Rear Collision,1,Other,PA,Hillsdale,4519 Embaracadero St,13,1,?,1,0,YES,79600,15920,15920,47760,Jeep,Wrangler,2011,N,79600,1782,1
155,34,9/27/90,IN,100/300,500,1706.79,0,MALE,Masters,protective-serv,dancing,other-relative,1/7/15,Single Vehicle Collision,Front Collision,1,Ambulance,OH,Hillsdale,9706 MLK Lane,1,1,NO,1,1,YES,77040,8560,8560,59920,Honda,Civic,1998,N,77040,8868,1
261,45,6/17/05,IL,250/500,1000,1254.18,0,FEMALE,PhD,prof-specialty,kayaking,other-relative,1/11/15,Single Vehicle Collision,Rear Collision,1,Fire,SC,Columbus,6012 Texas Hwy,16,1,YES,0,1,?,62590,11380,11380,39830,Volkswagen,Jetta,2003,N,62590,3495,1
245,40,9/14/01,IN,500/1000,500,885.08,0,FEMALE,Masters,armed-forces,skydiving,other-relative,2/6/15,Single Vehicle Collision,Front Collision,3,Other,WV,Northbend,4098 Weaver Ridge,0,1,YES,0,1,NO,85150,13100,13100,58950,Chevrolet,Malibu,1998,N,85150,4893,1
235,39,1/7/11,IL,100/300,500,1046.58,4000000,MALE,MD,tech-support,exercise,wife,1/24/15,Vehicle Theft,?,0,Unknown,NY,Hillsdale,6193 1st Hwy,1,1,?,2,1,NO,4950,450,900,3600,Chevrolet,Silverado,2010,N,4950,1478,0
53,36,9/13/03,OH,500/1000,2000,1712.68,0,MALE,Associate,handlers-cleaners,basketball,not-in-family,2/18/15,Multi-vehicle Collision,Side Collision,2,Fire,VA,Riverwood,4053 Sky Lane,17,3,?,2,0,YES,51100,10220,5110,35770,Audi,A3,2006,N,51100,4176,0
426,54,10/24/97,IL,500/1000,2000,1097.71,0,FEMALE,Masters,adm-clerical,reading,not-in-family,1/12/15,Single Vehicle Collision,Side Collision,1,Police,SC,Springfield,8964 Francis St,13,1,YES,2,3,?,88400.65,16800,16800,67200,Dodge,Neon,1997,N,100800,6289,1
111,27,1/4/09,IN,250/500,500,1363.77,4000000,FEMALE,Masters,tech-support,exercise,husband,1/17/15,Single Vehicle Collision,Side Collision,3,Police,VA,Springfield,9748 Sky Drive,12,1,YES,2,3,NO,88400.65,16540,16540,57890,Accura,RSX,2009,N,90970,2204,1
86,26,10/12/98,OH,100/300,500,1382.88,7000000,MALE,JD,tech-support,cross-fit,other-relative,1/12/15,Single Vehicle Collision,Rear Collision,1,Police,SC,Northbend,2293 Washington Ave,11,1,?,1,1,YES,81840,14880,7440,59520,Chevrolet,Malibu,2011,Y,81840,5936,1
296,46,2/23/93,OH,100/300,1000,1141.35,7000000,MALE,Masters,craft-repair,sleeping,not-in-family,1/6/15,Single Vehicle Collision,Front Collision,2,Ambulance,NY,Northbend,3656 Solo Ave,18,1,?,0,2,NO,54900,5490,5490,43920,Mercedes,C300,2013,N,54900,7987,0
125,35,7/7/96,OH,500/1000,500,1054.83,7000000,MALE,JD,tech-support,cross-fit,husband,2/25/15,Single Vehicle Collision,Front Collision,3,Fire,NY,Northbend,8579 Apache Drive,17,1,YES,2,3,NO,88400.65,8060,16120,64480,Mercedes,C300,2007,Y,88660,6807,1
